ISSUER_NAME,ISSUER_TICKER,ISSUER_CIK,ORIGINATOR,ORIGINATOR_TICKER,ORIGINATOR_CIK,SPONSOR_NAME,SPONSOR_TICKER,SPONSOR_CIK,DEPOSITOR,SERVICER,ASSET_FAMILY
Ashgrove Corporate Credit Trust,ACCT,1704448,Ashgrove Asset Management LLC,ASHAM,1704431,Ashgrove Credit Partners LLC,ASHCP,1704436,Ashgrove Credit Funding LLC,Ashgrove Asset Management LLC,corporate_credit
Ashgrove Specialty Asset Trust,ASAT,1704472,Ashgrove Specialty Finance LLC,ASHSF,1704455,Ashgrove Structured Capital LLC,ASHSC,1704460,Ashgrove Specialty Funding LLC,Ashgrove Specialty Finance LLC,esoteric
Cedarpoint Auto Receivables Trust,CEDA,1704496,Cedarpoint Auto Finance LLC,CEDAF,1704479,Cedarpoint Capital Markets LLC,CEDCM,1704484,Cedarpoint Auto Receivables Depositor LLC,Cedarpoint Auto Finance LLC,auto
Cedarpoint Credit Card Master Trust,CEDC,1704520,Cedarpoint Card Services LLC,CEDCS,1704503,Cedarpoint Payments Holdings LLC,CEDPH,1704508,Cedarpoint Card Funding LLC,Cedarpoint Card Services LLC,card
Cedarpoint Consumer Loan Trust,CEDU,1704544,Cedarpoint Consumer Finance LLC,CEDCF,1704527,Cedarpoint Consumer Capital LLC,CEDCC,1704532,Cedarpoint Consumer Receivables Depositor LLC,Cedarpoint Consumer Finance LLC,consumer
Cedarpoint Student Loan Trust,CEDS,1704568,Cedarpoint Student Lending LLC,CEDSL,1704551,Cedarpoint Education Capital LLC,CEDEC,1704556,Cedarpoint Student Funding LLC,Midland Loan Services,student
Cedarpoint Equipment Lease Trust,CEDE,1704592,Cedarpoint Equipment Finance LLC,CEDEF,1704575,Cedarpoint Leasing Holdings LLC,CEDLH,1704580,Cedarpoint Equipment Receivables Depositor LLC,Cedarpoint Equipment Finance LLC,equipment
Cedarpoint Mortgage Trust,CEDM,1704616,Cedarpoint Mortgage Company LLC,CEDMC,1704599,Cedarpoint Residential Capital LLC,CEDRC,1704604,Cedarpoint Mortgage Depositor LLC,Cedarpoint Mortgage Company LLC,mortgage
Cedarpoint Commercial Mortgage Trust,CEDK,1704640,Cedarpoint Commercial Realty Capital LLC,CEDRE,1704623,Cedarpoint Commercial Capital LLC,CEDKC,1704628,Cedarpoint Commercial Mortgage Depositor LLC,Cedarpoint Commercial Realty Capital LLC,commercial
Cedarpoint Corporate Credit Trust,CEDP,1704664,Cedarpoint Asset Management LLC,CEDAM,1704647,Cedarpoint Credit Partners LLC,CEDCP,1704652,Cedarpoint Credit Funding LLC,Cedarpoint Asset Management LLC,corporate_credit
Cedarpoint Specialty Asset Trust,CEDR,1704688,Cedarpoint Specialty Finance LLC,CEDSF,1704671,Cedarpoint Structured Capital LLC,CEDSC,1704676,Cedarpoint Specialty Funding LLC,Cedarpoint Specialty Finance LLC,esoteric
Kestrel Auto Receivables Trust,KART,1704712,Kestrel Auto Finance LLC,KESAF,1704695,Kestrel Capital Markets LLC,KESCM,1704700,Kestrel Auto Receivables Depositor LLC,Kestrel Auto Finance LLC,auto
Kestrel Credit Card Master Trust,KCCM,1704736,Kestrel Card Services LLC,KESCS,1704719,Kestrel Payments Holdings LLC,KESPH,1704724,Kestrel Card Funding LLC,Kestrel Card Services LLC,card
Kestrel Consumer Loan Trust,KCLT,1704760,Kestrel Consumer Finance LLC,KESCF,1704743,Kestrel Consumer Capital LLC,KESCC,1704748,Kestrel Consumer Receivables Depositor LLC,Kestrel Consumer Finance LLC,consumer
Kestrel Student Loan Trust,KSLT,1704784,Kestrel Student Lending LLC,KESSL,1704767,Kestrel Education Capital LLC,KESEC,1704772,Kestrel Student Funding LLC,Kestrel Student Lending LLC,student
Kestrel Equipment Lease Trust,KELT,1704808,Kestrel Equipment Finance LLC,KESEF,1704791,Kestrel Leasing Holdings LLC,KESLH,1704796,Kestrel Equipment Receivables Depositor LLC,Mr. Cooper Group Inc.,equipment
Kestrel Mortgage Trust,KMT,1704832,Kestrel Mortgage Company LLC,KESMC,1704815,Kestrel Residential Capital LLC,KESRC,1704820,Kestrel Mortgage Depositor LLC,Kestrel Mortgage Company LLC,mortgage
Kestrel Commercial Mortgage Trust,KCMT,1704856,Kestrel Commercial Realty Capital LLC,KESRE,1704839,Kestrel Commercial Capital LLC,KESKC,1704844,Kestrel Commercial Mortgage Depositor LLC,Kestrel Commercial Realty Capital LLC,commercial
Kestrel Corporate Credit Trust,KCCT,1704880,Kestrel Asset Management LLC,KESAM,1704863,Kestrel Credit Partners LLC,KESCP,1704868,Kestrel Credit Funding LLC,Kestrel Asset Management LLC,corporate_credit
Kestrel Specialty Asset Trust,KSAT,1704904,Kestrel Specialty Finance LLC,KESSF,1704887,Kestrel Structured Capital LLC,KESSC,1704892,Kestrel Specialty Funding LLC,Kestrel Specialty Finance LLC,esoteric
Meridian Auto Receivables Trust,MART,1704928,Meridian Auto Finance LLC,MERAF,1704911,Meridian Capital Markets LLC,MERCM,1704916,Meridian Auto Receivables Depositor LLC,Meridian Auto Finance LLC,auto
Meridian Credit Card Master Trust,MCCM,1704952,Meridian Card Services LLC,MERCS,1704935,Meridian Payments Holdings LLC,MERPH,1704940,Meridian Card Funding LLC,Meridian Card Services LLC,card
Meridian Consumer Loan Trust,MCLT,1704976,Meridian Consumer Finance LLC,MERCF,1704959,Meridian Consumer Capital LLC,MERCC,1704964,Meridian Consumer Receivables Depositor LLC,Meridian Consumer Finance LLC,consumer
Meridian Student Loan Trust,MSLT,1705000,Meridian Student Lending LLC,MERSL,1704983,Meridian Education Capital LLC,MEREC,1704988,Meridian Student Funding LLC,Meridian Student Lending LLC,student
Meridian Equipment Lease Trust,MELT,1705024,Meridian Equipment Finance LLC,MEREF,1705007,Meridian Leasing Holdings LLC,MERLH,1705012,Meridian Equipment Receivables Depositor LLC,Meridian Equipment Finance LLC,equipment
Meridian Mortgage Trust,MMT,1705048,Meridian Mortgage Company LLC,MERMC,1705031,Meridian Residential Capital LLC,MERRC,1705036,Meridian Mortgage Depositor LLC,Situs Asset Management LLC,mortgage
Meridian Commercial Mortgage Trust,MCMT,1705072,Meridian Commercial Realty Capital LLC,MERRE,1705055,Meridian Commercial Capital LLC,MERKC,1705060,Meridian Commercial Mortgage Depositor LLC,Meridian Commercial Realty Capital LLC,commercial
Meridian Corporate Credit Trust,MCCT,1705096,Meridian Asset Management LLC,MERAM,1705079,Meridian Credit Partners LLC,MERCP,1705084,Meridian Credit Funding LLC,Meridian Asset Management LLC,corporate_credit
Meridian Specialty Asset Trust,MSAT,1705120,Meridian Specialty Finance LLC,MERSF,1705103,Meridian Structured Capital LLC,MERSC,1705108,Meridian Specialty Funding LLC,Meridian Specialty Finance LLC,esoteric
Alderwood Auto Receivables Trust,ALDA,1705144,Alderwood Auto Finance LLC,ALDAF,1705127,Alderwood Capital Markets LLC,ALDCM,1705132,Alderwood Auto Receivables Depositor LLC,Alderwood Auto Finance LLC,auto
Alderwood Credit Card Master Trust,ALDC,1705168,Alderwood Card Services LLC,ALDCS,1705151,Alderwood Payments Holdings LLC,ALDPH,1705156,Alderwood Card Funding LLC,Alderwood Card Services LLC,card
Alderwood Consumer Loan Trust,ALDU,1705192,Alderwood Consumer Finance LLC,ALDCF,1705175,Alderwood Consumer Capital LLC,ALDCC,1705180,Alderwood Consumer Receivables Depositor LLC,Alderwood Consumer Finance LLC,consumer
Alderwood Student Loan Trust,ALDS,1705216,Alderwood Student Lending LLC,ALDSL,1705199,Alderwood Education Capital LLC,ALDEC,1705204,Alderwood Student Funding LLC,Alderwood Student Lending LLC,student
Alderwood Equipment Lease Trust,ALDE,1705240,Alderwood Equipment Finance LLC,ALDEF,1705223,Alderwood Leasing Holdings LLC,ALDLH,1705228,Alderwood Equipment Receivables Depositor LLC,Alderwood Equipment Finance LLC,equipment
Alderwood Mortgage Trust,ALDM,1705264,Alderwood Mortgage Company LLC,ALDMC,1705247,Alderwood Residential Capital LLC,ALDRC,1705252,Alderwood Mortgage Depositor LLC,Alderwood Mortgage Company LLC,mortgage
Alderwood Commercial Mortgage Trust,ALDK,1705288,Alderwood Commercial Realty Capital LLC,ALDRE,1705271,Alderwood Commercial Capital LLC,ALDKC,1705276,Alderwood Commercial Mortgage Depositor LLC,Nationstar Mortgage LLC,commercial
Alderwood Corporate Credit Trust,ALDP,1705312,Alderwood Asset Management LLC,ALDAM,1705295,Alderwood Credit Partners LLC,ALDCP,1705300,Alderwood Credit Funding LLC,Alderwood Asset Management LLC,corporate_credit
Alderwood Specialty Asset Trust,ALDR,1705336,Alderwood Specialty Finance LLC,ALDSF,1705319,Alderwood Structured Capital LLC,ALDSC,1705324,Alderwood Specialty Funding LLC,Alderwood Specialty Finance LLC,esoteric
Blackford Auto Receivables Trust,BLAA,1705360,Blackford Auto Finance LLC,BLAAF,1705343,Blackford Capital Markets LLC,BLACM,1705348,Blackford Auto Receivables Depositor LLC,Blackford Auto Finance LLC,auto
Blackford Credit Card Master Trust,BLAC,1705384,Blackford Card Services LLC,BLACS,1705367,Blackford Payments Holdings LLC,BLAPH,1705372,Blackford Card Funding LLC,Blackford Card Services LLC,card
Blackford Consumer Loan Trust,BLAU,1705408,Blackford Consumer Finance LLC,BLACF,1705391,Blackford Consumer Capital LLC,BLACC,1705396,Blackford Consumer Receivables Depositor LLC,Blackford Consumer Finance LLC,consumer
Blackford Student Loan Trust,BLAS,1705432,Blackford Student Lending LLC,BLASL,1705415,Blackford Education Capital LLC,BLAEC,1705420,Blackford Student Funding LLC,Blackford Student Lending LLC,student
Blackford Equipment Lease Trust,BLAE,1705456,Blackford Equipment Finance LLC,BLAEF,1705439,Blackford Leasing Holdings LLC,BLALH,1705444,Blackford Equipment Receivables Depositor LLC,Blackford Equipment Finance LLC,equipment
Blackford Mortgage Trust,BLAM,1705480,Blackford Mortgage Company LLC,BLAMC,1705463,Blackford Residential Capital LLC,BLARC,1705468,Blackford Mortgage Depositor LLC,Blackford Mortgage Company LLC,mortgage
Blackford Commercial Mortgage Trust,BLAK,1705504,Blackford Commercial Realty Capital LLC,BLARE,1705487,Blackford Commercial Capital LLC,BLAKC,1705492,Blackford Commercial Mortgage Depositor LLC,Blackford Commercial Realty Capital LLC,commercial
Blackford Corporate Credit Trust,BLAP,1705528,Blackford Asset Management LLC,BLAAM,1705511,Blackford Credit Partners LLC,BLACP,1705516,Blackford Credit Funding LLC,KeyBank Real Estate Capital,corporate_credit
Blackford Specialty Asset Trust,BLAR,1705552,Blackford Specialty Finance LLC,BLASF,1705535,Blackford Structured Capital LLC,BLASC,1705540,Blackford Specialty Funding LLC,Blackford Specialty Finance LLC,esoteric
Clearwater Auto Receivables Trust,CLEA,1705576,Clearwater Auto Finance LLC,CLEAF,1705559,Clearwater Capital Markets LLC,CLECM,1705564,Clearwater Auto Receivables Depositor LLC,Clearwater Auto Finance LLC,auto
Clearwater Credit Card Master Trust,CLEC,1705600,Clearwater Card Services LLC,CLECS,1705583,Clearwater Payments Holdings LLC,CLEPH,1705588,Clearwater Card Funding LLC,Clearwater Card Services LLC,card
Clearwater Consumer Loan Trust,CLEU,1705624,Clearwater Consumer Finance LLC,CLECF,1705607,Clearwater Consumer Capital LLC,CLECC,1705612,Clearwater Consumer Receivables Depositor LLC,Clearwater Consumer Finance LLC,consumer
Clearwater Student Loan Trust,CLES,1705648,Clearwater Student Lending LLC,CLESL,1705631,Clearwater Education Capital LLC,CLEEC,1705636,Clearwater Student Funding LLC,Clearwater Student Lending LLC,student
Clearwater Equipment Lease Trust,CLEE,1705672,Clearwater Equipment Finance LLC,CLEEF,1705655,Clearwater Leasing Holdings LLC,CLELH,1705660,Clearwater Equipment Receivables Depositor LLC,Clearwater Equipment Finance LLC,equipment
Clearwater Mortgage Trust,CLEM,1705696,Clearwater Mortgage Company LLC,CLEMC,1705679,Clearwater Residential Capital LLC,CLERC,1705684,Clearwater Mortgage Depositor LLC,Clearwater Mortgage Company LLC,mortgage
Clearwater Commercial Mortgage Trust,CLEK,1705720,Clearwater Commercial Realty Capital LLC,CLERE,1705703,Clearwater Commercial Capital LLC,CLEKC,1705708,Clearwater Commercial Mortgage Depositor LLC,Clearwater Commercial Realty Capital LLC,commercial
Clearwater Corporate Credit Trust,CLEP,1705744,Clearwater Asset Management LLC,CLEAM,1705727,Clearwater Credit Partners LLC,CLECP,1705732,Clearwater Credit Funding LLC,Clearwater Asset Management LLC,corporate_credit
Clearwater Specialty Asset Trust,CLER,1705768,Clearwater Specialty Finance LLC,CLESF,1705751,Clearwater Structured Capital LLC,CLESC,1705756,Clearwater Specialty Funding LLC,KeyBank Real Estate Capital,esoteric
Dunmore Auto Receivables Trust,DART,1705792,Dunmore Auto Finance LLC,DUNAF,1705775,Dunmore Capital Markets LLC,DUNCM,1705780,Dunmore Auto Receivables Depositor LLC,Dunmore Auto Finance LLC,auto
Dunmore Credit Card Master Trust,DCCM,1705816,Dunmore Card Services LLC,DUNCS,1705799,Dunmore Payments Holdings LLC,DUNPH,1705804,Dunmore Card Funding LLC,Dunmore Card Services LLC,card
Dunmore Consumer Loan Trust,DCLT,1705840,Dunmore Consumer Finance LLC,DUNCF,1705823,Dunmore Consumer Capital LLC,DUNCC,1705828,Dunmore Consumer Receivables Depositor LLC,Dunmore Consumer Finance LLC,consumer
Dunmore Student Loan Trust,DSLT,1705864,Dunmore Student Lending LLC,DUNSL,1705847,Dunmore Education Capital LLC,DUNEC,1705852,Dunmore Student Funding LLC,Dunmore Student Lending LLC,student
Dunmore Equipment Lease Trust,DELT,1705888,Dunmore Equipment Finance LLC,DUNEF,1705871,Dunmore Leasing Holdings LLC,DUNLH,1705876,Dunmore Equipment Receivables Depositor LLC,Dunmore Equipment Finance LLC,equipment
Dunmore Mortgage Trust,DMT,1705912,Dunmore Mortgage Company LLC,DUNMC,1705895,Dunmore Residential Capital LLC,DUNRC,1705900,Dunmore Mortgage Depositor LLC,Dunmore Mortgage Company LLC,mortgage
Dunmore Commercial Mortgage Trust,DCMT,1705936,Dunmore Commercial Realty Capital LLC,DUNRE,1705919,Dunmore Commercial Capital LLC,DUNKC,1705924,Dunmore Commercial Mortgage Depositor LLC,Dunmore Commercial Realty Capital LLC,commercial
Dunmore Corporate Credit Trust,DCCT,1705960,Dunmore Asset Management LLC,DUNAM,1705943,Dunmore Credit Partners LLC,DUNCP,1705948,Dunmore Credit Funding LLC,Dunmore Asset Management LLC,corporate_credit
Dunmore Specialty Asset Trust,DSAT,1705984,Dunmore Specialty Finance LLC,DUNSF,1705967,Dunmore Structured Capital LLC,DUNSC,1705972,Dunmore Specialty Funding LLC,Dunmore Specialty Finance LLC,esoteric
Eastgate Auto Receivables Trust,EART,1706008,Eastgate Auto Finance LLC,EASAF,1705991,Eastgate Capital Markets LLC,EASCM,1705996,Eastgate Auto Receivables Depositor LLC,Shellpoint Mortgage Servicing,auto
Eastgate Credit Card Master Trust,ECCM,1706032,Eastgate Card Services LLC,EASCS,1706015,Eastgate Payments Holdings LLC,EASPH,1706020,Eastgate Card Funding LLC,Eastgate Card Services LLC,card
Eastgate Consumer Loan Trust,ECLT,1706056,Eastgate Consumer Finance LLC,EASCF,1706039,Eastgate Consumer Capital LLC,EASCC,1706044,Eastgate Consumer Receivables Depositor LLC,Eastgate Consumer Finance LLC,consumer
Eastgate Student Loan Trust,ESLT,1706080,Eastgate Student Lending LLC,EASSL,1706063,Eastgate Education Capital LLC,EASEC,1706068,Eastgate Student Funding LLC,Eastgate Student Lending LLC,student
Eastgate Equipment Lease Trust,EELT,1706104,Eastgate Equipment Finance LLC,EASEF,1706087,Eastgate Leasing Holdings LLC,EASLH,1706092,Eastgate Equipment Receivables Depositor LLC,Eastgate Equipment Finance LLC,equipment
Eastgate Mortgage Trust,EMT,1706128,Eastgate Mortgage Company LLC,EASMC,1706111,Eastgate Residential Capital LLC,EASRC,1706116,Eastgate Mortgage Depositor LLC,Eastgate Mortgage Company LLC,mortgage
Eastgate Commercial Mortgage Trust,ECMT,1706152,Eastgate Commercial Realty Capital LLC,EASRE,1706135,Eastgate Commercial Capital LLC,EASKC,1706140,Eastgate Commercial Mortgage Depositor LLC,Eastgate Commercial Realty Capital LLC,commercial
Eastgate Corporate Credit Trust,ECCT,1706176,Eastgate Asset Management LLC,EASAM,1706159,Eastgate Credit Partners LLC,EASCP,1706164,Eastgate Credit Funding LLC,Eastgate Asset Management LLC,corporate_credit
Eastgate Specialty Asset Trust,ESAT,1706200,Eastgate Specialty Finance LLC,EASSF,1706183,Eastgate Structured Capital LLC,EASSC,1706188,Eastgate Specialty Funding LLC,Eastgate Specialty Finance LLC,esoteric
Fallbrook Auto Receivables Trust,FALA,1706224,Fallbrook Auto Finance LLC,FALAF,1706207,Fallbrook Capital Markets LLC,FALCM,1706212,Fallbrook Auto Receivables Depositor LLC,Fallbrook Auto Finance LLC,auto
Fallbrook Credit Card Master Trust,FALC,1706248,Fallbrook Card Services LLC,FALCS,1706231,Fallbrook Payments Holdings LLC,FALPH,1706236,Fallbrook Card Funding LLC,"Systems & Services Technologies, Inc.",card
Fallbrook Consumer Loan Trust,FALU,1706272,Fallbrook Consumer Finance LLC,FALCF,1706255,Fallbrook Consumer Capital LLC,FALCC,1706260,Fallbrook Consumer Receivables Depositor LLC,Fallbrook Consumer Finance LLC,consumer
Fallbrook Student Loan Trust,FALS,1706296,Fallbrook Student Lending LLC,FALSL,1706279,Fallbrook Education Capital LLC,FALEC,1706284,Fallbrook Student Funding LLC,Fallbrook Student Lending LLC,student
Fallbrook Equipment Lease Trust,FALE,1706320,Fallbrook Equipment Finance LLC,FALEF,1706303,Fallbrook Leasing Holdings LLC,FALLH,1706308,Fallbrook Equipment Receivables Depositor LLC,Fallbrook Equipment Finance LLC,equipment
Fallbrook Mortgage Trust,FALM,1706344,Fallbrook Mortgage Company LLC,FALMC,1706327,Fallbrook Residential Capital LLC,FALRC,1706332,Fallbrook Mortgage Depositor LLC,Fallbrook Mortgage Company LLC,mortgage
Fallbrook Commercial Mortgage Trust,FALK,1706368,Fallbrook Commercial Realty Capital LLC,FALRE,1706351,Fallbrook Commercial Capital LLC,FALKC,1706356,Fallbrook Commercial Mortgage Depositor LLC,Fallbrook Commercial Realty Capital LLC,commercial
Fallbrook Corporate Credit Trust,FALP,1706392,Fallbrook Asset Management LLC,FALAM,1706375,Fallbrook Credit Partners LLC,FALCP,1706380,Fallbrook Credit Funding LLC,Fallbrook Asset Management LLC,corporate_credit
Fallbrook Specialty Asset Trust,FALR,1706416,Fallbrook Specialty Finance LLC,FALSF,1706399,Fallbrook Structured Capital LLC,FALSC,1706404,Fallbrook Specialty Funding LLC,Fallbrook Specialty Finance LLC,esoteric
Glenmoor Auto Receivables Trust,GART,1706440,Glenmoor Auto Finance LLC,GLEAF,1706423,Glenmoor Capital Markets LLC,GLECM,1706428,Glenmoor Auto Receivables Depositor LLC,Glenmoor Auto Finance LLC,auto
Glenmoor Credit Card Master Trust,GCCM,1706464,Glenmoor Card Services LLC,GLECS,1706447,Glenmoor Payments Holdings LLC,GLEPH,1706452,Glenmoor Card Funding LLC,Glenmoor Card Services LLC,card
Glenmoor Consumer Loan Trust,GCLT,1706488,Glenmoor Consumer Finance LLC,GLECF,1706471,Glenmoor Consumer Capital LLC,GLECC,1706476,Glenmoor Consumer Receivables Depositor LLC,Situs Asset Management LLC,consumer
Glenmoor Student Loan Trust,GSLT,1706512,Glenmoor Student Lending LLC,GLESL,1706495,Glenmoor Education Capital LLC,GLEEC,1706500,Glenmoor Student Funding LLC,Glenmoor Student Lending LLC,student
Glenmoor Equipment Lease Trust,GELT,1706536,Glenmoor Equipment Finance LLC,GLEEF,1706519,Glenmoor Leasing Holdings LLC,GLELH,1706524,Glenmoor Equipment Receivables Depositor LLC,Glenmoor Equipment Finance LLC,equipment
Glenmoor Mortgage Trust,GMT,1706560,Glenmoor Mortgage Company LLC,GLEMC,1706543,Glenmoor Residential Capital LLC,GLERC,1706548,Glenmoor Mortgage Depositor LLC,Glenmoor Mortgage Company LLC,mortgage
